City,Date,AQI,PM10,PM2_5,NO2,NO,SO2,CO,O3
Gurugram,2016-10-18,131.0,395.4,63.34,125.2,158.82735849056604,6.52,0.56,26.84
Gurugram,2016-10-19,110.0,395.4,62.63,127.56,161.85,4.16,0.59,20.79
Gurugram,2016-10-20,210.0,395.4,71.62,220.26,287.14,4.81,0.56,21.37
Gurugram,2016-10-21,208.0,395.4,59.17,151.06,217.85,5.13,0.67,20.19
Gurugram,2016-10-22,143.0,395.4,50.29,7.7,8.62,5.44,0.52,19.95
Gurugram,2016-10-23,91.0,395.4,56.33,13.49,4.27,2.83,0.5,39.74
Gurugram,2016-10-24,95.0,395.4,56.43,0.65,0.73,3.09,0.42,17.4
Gurugram,2016-11-04,403.0,395.4,159.02,10.1,7.93,9.08,0.92,16.58
Gurugram,2016-11-05,468.0,395.4,446.49,10.07,7.9,6.43,0.9315217391304348,16.47
Gurugram,2016-11-06,684.0,395.4,616.19,10.09,7.94,8.11,0.9430434782608696,13.42
Gurugram,2016-11-07,602.0,395.4,405.74,10.1,7.91,6.0,0.9545652173913044,16.66
Gurugram,2016-11-08,304.0,395.4,150.09,10.1,8.44,3.64,0.9660869565217391,30.91
Gurugram,2016-11-09,340.0,395.4,291.49,10.24,7.64,13.25,0.9776086956521739,6.4
Gurugram,2016-11-17,315.0,395.4,112.77,10.19,7.78,2.48,1.0697826086956521,38.36
Gurugram,2016-11-18,201.0,395.4,88.8,10.21,7.92,4.97,1.0813043478260869,34.22
Gurugram,2016-11-19,296.0,395.4,131.18,10.2,7.82,10.35,1.0928260869565218,26.98
Gurugram,2016-11-20,258.0,395.4,114.71,10.14,7.76,5.57,1.1043478260869566,30.8
Gurugram,2016-11-21,305.0,395.4,145.24,10.13,7.94,6.87,1.1158695652173913,24.41
Gurugram,2016-11-22,344.0,395.4,147.76,10.13,7.92,6.81,1.127391304347826,20.13
Gurugram,2016-11-23,210.0,395.4,143.25,10.14,8.01,6.71,1.1389130434782608,27.57
Gurugram,2016-11-24,381.0,395.4,211.47,10.17,7.83,7.01,1.1504347826086956,25.87
Gurugram,2016-11-25,328.0,395.4,144.36,10.21,7.8,1.74,1.1619565217391306,44.26
Gurugram,2016-11-26,232.0,395.4,80.27,10.24,7.87,4.49,1.1734782608695653,48.49
Gurugram,2016-11-27,212.0,395.4,80.99,10.2,7.9,3.42,1.185,44.77
Gurugram,2016-11-28,121.0,395.4,77.9,10.18,7.89,7.13,1.1965217391304348,36.38
Gurugram,2016-11-29,324.0,395.4,209.2,10.15,8.01,13.32,1.2080434782608696,23.06
Gurugram,2016-11-30,387.0,395.4,234.89,10.13,7.85,5.22,1.2195652173913043,8.75
Gurugram,2016-12-01,359.0,395.4,199.76,10.13,7.83,3.7,1.231086956521739,5.82
Gurugram,2016-12-02,387.0,395.4,239.16,10.19,7.88,8.15,1.2426086956521738,4.66
Gurugram,2016-12-11,313.0,395.4,139.54,10.44,7.83,8.57,1.346304347826087,13.18
Gurugram,2016-12-12,357.0,395.4,199.98,10.4,7.94,9.96,1.3578260869565217,11.54
Gurugram,2016-12-13,355.0,395.4,188.7,10.46,7.99,7.37,1.3693478260869565,12.06
Gurugram,2016-12-14,319.0,395.4,121.62,10.56,7.95,2.45,1.3808695652173912,14.79
Gurugram,2016-12-15,253.0,395.4,116.09,10.76,7.79,5.19,1.392391304347826,18.66
Gurugram,2016-12-16,346.0,395.4,217.65,10.74,7.8,10.36,1.4039130434782607,18.09
Gurugram,2016-12-17,390.0,395.4,228.15,10.77,7.86,3.98,1.4154347826086955,19.12
Gurugram,2016-12-18,361.0,395.4,197.63,10.98,7.93,3.91,1.4269565217391302,21.9
Gurugram,2016-12-19,374.0,395.4,216.69,11.02,7.88,4.17,1.4384782608695652,22.04
Gurugram,2016-12-20,331.0,395.4,140.04,11.52,7.89,2.85,1.45,37.38
Gurugram,2016-12-21,265.0,395.4,91.71,11.66,7.94,2.65,6.32,35.81
Gurugram,2016-12-22,291.0,395.4,127.38,11.2,7.94,6.08,16.75,23.1
Gurugram,2016-12-23,421.0,395.4,324.42,10.83,7.91,13.69,19.8,16.49
Gurugram,2016-12-24,498.0,395.4,348.57,11.2,7.9,5.83,14.04,23.56
Gurugram,2016-12-25,399.0,395.4,207.85,10.58,7.99,1.74,14.44,13.46
Gurugram,2017-01-02,459.0,395.4,349.97,10.29,7.92,9.92,39.8,6.82
Gurugram,2017-01-03,446.0,395.4,276.39,10.39,9.43,9.69,29.94,7.21
Gurugram,2017-01-04,490.0,395.4,343.01,10.57,9.56,8.46,22.53,8.79
Gurugram,2017-01-05,409.0,395.4,248.09,10.52,2.98,5.83,22.65,13.19
Gurugram,2017-01-06,409.0,395.4,229.34,10.36,3.79,4.0,20.75,12.72
Gurugram,2017-01-07,367.0,395.4,190.41,10.34,4.02,5.4,23.21,4.12
Gurugram,2017-01-08,357.0,395.4,179.39,10.22,5.22,4.16,15.95,16.58
Gurugram,2017-01-09,361.0,395.4,177.05,10.23,4.94,6.26,19.9,12.16
Gurugram,2017-01-10,374.0,395.4,192.79,10.25,4.9,3.57,16.17,21.26
Gurugram,2017-01-11,365.0,395.4,224.34,10.37,3.91,5.64,16.73,22.79
Gurugram,2017-01-12,431.0,395.4,287.49,10.56,3.19,6.3,21.5,20.84
Gurugram,2017-01-13,472.0,395.4,367.86,10.64,3.23,6.32,23.94,18.91
Gurugram,2017-01-14,531.0,395.4,428.88,10.77,3.02,8.33,28.01,15.19
Gurugram,2017-01-15,461.0,395.4,256.67,10.56,2.72,8.74,20.58,15.54
Gurugram,2017-01-16,402.0,395.4,223.16,15.47,4.47,6.65,12.8,14.5
Gurugram,2017-01-17,345.0,395.4,158.05,10.25,5.38,4.7,0.64,14.22
Gurugram,2017-01-18,380.0,395.4,251.06,10.46,2.56,7.66,0.9,11.53
Gurugram,2017-01-19,393.0,395.4,123.78,10.18,6.31,5.61,0.71,12.11
Gurugram,2017-01-20,302.0,395.4,137.01,9.88,6.63,6.62,0.72,3.72
Gurugram,2017-02-09,354.0,395.4,196.09,7.38,5.21,7.01,0.76,28.66
Gurugram,2017-02-10,338.0,395.4,151.15,9.52,6.84,3.49,0.67,33.01
Gurugram,2017-02-11,332.0,395.4,156.03,8.08,4.85,5.36,0.73,27.57
Gurugram,2017-02-12,359.0,395.4,239.49,5.92,5.16,8.62,0.89,33.06
Gurugram,2017-02-13,368.0,395.4,182.88,7.82,6.77,5.05,0.71,33.96
Gurugram,2017-02-14,346.0,395.4,183.99,7.14,5.34,5.27,0.72,39.27
Gurugram,2017-02-15,336.0,395.4,151.33,5.38,3.03,6.71,0.71,30.31
Gurugram,2017-02-16,331.0,395.4,159.14,7.12,2.5,5.18,0.7,33.27
Gurugram,2017-02-17,312.0,395.4,115.48,6.89,3.69,4.62,0.64,25.0
Gurugram,2017-02-18,217.0,395.4,92.14,6.66,4.23,5.39,0.77,25.44
Gurugram,2017-02-19,269.0,395.4,120.21,5.67,5.04,6.1,0.87,24.14
Gurugram,2017-02-20,312.0,395.4,137.97,5.26,8.05,6.12,0.87,15.11
Gurugram,2017-02-21,230.0,395.4,85.41,7.78,4.87,4.79,0.72,37.2
Gurugram,2017-02-22,276.0,395.4,121.12,5.85,3.33,9.51,0.81,36.44
Gurugram,2017-02-23,202.0,395.4,91.23,7.85,3.91,4.46,0.57,21.25
Gurugram,2017-03-04,226.0,395.4,92.77,17.8,7.95,9.13,0.56,54.11
Gurugram,2017-03-05,162.0,395.4,73.25,18.16,8.28,9.33,0.55,60.3
Gurugram,2017-03-06,171.0,395.4,85.19,16.83,5.9,12.15,0.58,45.58
Gurugram,2017-03-07,247.0,395.4,131.31,13.54,4.56,14.72,0.7,39.73
Gurugram,2017-03-08,223.0,395.4,68.46,15.94,4.51,12.59,0.57,42.02
Gurugram,2017-03-09,123.0,395.4,67.09,16.52,5.68,9.52,0.54,37.61
Gurugram,2017-03-10,73.0,395.4,28.78,17.54,6.94,7.11,0.49,41.6
Gurugram,2017-03-11,70.0,395.4,50.16,17.71,7.29,6.47,0.5,43.13
Gurugram,2017-03-12,137.0,395.4,61.95,16.63,6.91,5.77,0.55,44.28
Gurugram,2017-03-13,129.0,395.4,72.08,18.98,8.96,6.31,0.53,58.69
Gurugram,2017-03-14,186.0,395.4,104.98,14.58,5.92,8.8,0.59,43.25
Gurugram,2017-03-15,254.0,395.4,65.48,18.5,9.28,10.6,0.53,83.57
Gurugram,2017-03-24,292.0,395.4,96.27,10.8,4.69,18.48,0.63,39.56
Gurugram,2017-03-25,122.0,395.4,23.44,11.89,5.76,14.78,0.52,58.81
Gurugram,2017-04-02,267.0,395.4,91.59,11.87,5.19,17.08,0.56,59.14
Gurugram,2017-04-03,240.0,395.4,118.71,10.65,4.69,23.87,0.6,49.23
Gurugram,2017-04-04,272.0,395.4,107.34,9.99,3.47,18.42,0.54,37.62
Gurugram,2017-04-05,141.0,395.4,50.29,10.04,2.25,6.58,0.51,39.63
Gurugram,2017-04-06,102.0,395.4,108.87,10.41,2.5,7.33,0.5,41.81
Gurugram,2017-04-07,456.0,395.4,389.54,8.91,1.66,12.99,0.53,38.95
Gurugram,2017-04-08,307.0,395.4,83.21,6.07,1.46,17.09,0.57,49.3
Gurugram,2017-04-09,304.0,395.4,143.02,9.81,1.56,15.85,0.49,72.77
Gurugram,2017-04-10,319.0,395.4,177.17,10.79,3.61,22.44,0.51,76.52
Gurugram,2017-04-11,321.0,395.4,104.07,10.61,5.14,29.11,0.56,72.13
Gurugram,2017-04-12,222.0,395.4,113.49,9.45,4.29,19.77,0.6,62.93
Gurugram,2017-04-13,351.0,395.4,226.83,6.46,2.89,32.23,0.86,49.7
Gurugram,2017-04-14,388.0,395.4,215.31,6.84,2.68,21.98,0.84,54.99
Gurugram,2017-04-15,353.0,395.4,196.49,7.49,3.22,23.56,0.69,54.34
Gurugram,2017-04-16,363.0,395.4,179.5,7.54,3.42,36.14,0.66,60.24
Gurugram,2017-04-17,328.0,395.4,208.88,8.57,3.35,13.63,0.7,58.26
Gurugram,2017-04-18,405.0,395.4,292.02,8.31,3.21,14.55,0.64,41.41
Gurugram,2017-04-19,403.0,395.4,180.07,10.95,3.88,20.39,0.61,37.73
Gurugram,2017-04-20,349.0,395.4,193.39,9.14,3.6,19.03,0.71,31.15
Gurugram,2017-04-21,354.0,395.4,242.41,11.56,3.24,6.58,0.58,29.46
Gurugram,2017-04-22,449.0,395.4,368.79,12.31,4.46,3.02,0.56,43.58
Gurugram,2017-04-23,411.0,395.4,153.67,12.76,6.41,8.3,0.54,49.37
Gurugram,2017-04-24,335.0,395.4,129.93,12.78,5.8,10.69,0.53,58.51
Gurugram,2017-04-25,236.0,395.4,98.3,13.55,5.71,12.75,0.5,73.95
Gurugram,2017-04-26,212.0,395.4,89.69,13.43,5.15,14.79,0.47,54.0
Gurugram,2017-04-27,360.0,395.4,269.29,13.44,4.31,34.88,0.47,40.66
Gurugram,2017-04-28,387.0,395.4,174.87,13.26,5.45,22.07,0.49,42.62
Gurugram,2017-04-29,328.0,395.4,118.41,18.31,5.9,21.75,0.54,53.42
Gurugram,2017-04-30,210.0,395.4,62.45,17.19,5.98,11.0,0.49,42.33
Gurugram,2017-05-01,98.0,395.4,64.79,21.2,5.96,9.59,0.6,49.84
Gurugram,2017-05-02,168.0,395.4,113.6,24.39,5.9,13.2,0.58,64.12
Gurugram,2017-05-03,299.0,395.4,154.13,20.37,6.0,25.14,0.54,29.94
Gurugram,2017-05-04,363.0,395.4,217.14,17.96,5.93,7.41,0.48,51.83
Gurugram,2017-05-05,376.0,395.4,203.45,19.65,5.96,15.76,0.62,60.8
Gurugram,2017-05-06,357.0,395.4,181.36,34.12,5.93,30.42,0.69,53.66
Gurugram,2017-05-07,346.0,395.4,183.68,31.54,5.96,37.23,0.63,58.54
Gurugram,2017-05-08,344.0,395.4,158.7,17.98,5.52,12.52,0.7,84.47
Gurugram,2017-05-09,333.0,395.4,186.31,19.64,7.65,14.3,0.42,38.15
Gurugram,2017-05-10,354.0,395.4,192.79,17.35,5.97,3.85,0.46,49.95
Gurugram,2017-05-11,334.0,395.4,134.78,20.12,5.83,4.26,0.53,45.77
Gurugram,2017-05-12,409.0,395.4,310.69,22.02,13.91,3.08,0.51,43.39
Gurugram,2017-05-13,388.0,395.4,187.24,24.73,5.94,9.16,0.59,57.01
Gurugram,2017-05-14,373.0,395.4,387.02,19.04,5.92,16.09,0.52,48.23
Gurugram,2017-05-15,460.0,395.4,146.02,29.87,5.94,19.27,0.63,26.85
Gurugram,2017-05-16,337.0,395.4,237.12,24.15,5.94,20.34,0.52,52.4
Gurugram,2017-06-01,282.0,395.4,106.44,14.73,8.61,1.67,0.51,35.9
Gurugram,2017-06-02,395.0,395.4,308.48,14.46,5.9,3.54,0.41,41.76
Gurugram,2017-06-03,366.0,395.4,92.71,14.66,5.94,3.55,0.37,15.22
Gurugram,2017-06-12,357.0,395.4,120.38,16.62,5.99,4.18,0.51,35.77
Gurugram,2017-06-13,286.0,395.4,98.73,23.05,5.93,3.64,0.48,15.54
Gurugram,2017-06-14,317.0,395.4,175.56,18.53,6.01,3.5,0.48,21.39
Gurugram,2017-06-15,486.0,395.4,468.59,26.95,9.28,1.65,0.56,32.81
Gurugram,2017-06-16,295.0,395.4,100.65,18.39,5.89,3.28,0.49,19.89
Gurugram,2017-06-17,218.0,395.4,81.12,22.85,14.88,0.49,0.27,10.44
Gurugram,2017-06-18,359.0,395.4,409.71,15.39,5.92,3.49,0.49,12.3
Gurugram,2017-06-19,648.0,395.4,454.35,20.35,5.95,3.49,0.49,21.77
Gurugram,2017-06-20,353.0,395.4,104.96,11.16,5.94,3.86,0.47,34.88
Gurugram,2017-06-21,316.0,395.4,159.35,10.2,5.92,4.19,0.48,32.2
Gurugram,2017-06-22,328.0,395.4,141.73,12.19,5.95,3.79,0.47,25.67
Gurugram,2017-06-23,347.0,395.4,196.21,10.07,5.93,3.78,0.49,25.68
Gurugram,2017-06-24,293.0,395.4,119.27,10.09,5.99,3.26,0.5,31.31
Gurugram,2017-06-25,328.0,395.4,167.63,10.21,5.93,3.56,0.48,36.6
Gurugram,2017-06-26,302.0,395.4,111.06,10.05,5.95,3.71,0.48,34.39
Gurugram,2017-06-27,326.0,395.4,205.23,10.16,5.96,3.37,0.49,22.48
Gurugram,2017-06-28,228.0,395.4,62.93,10.1,5.95,3.65,0.49,20.32
Gurugram,2017-06-29,79.0,395.4,40.01,10.07,5.96,3.74,0.51,18.22
Gurugram,2017-06-30,91.0,395.4,60.53,10.24,5.97,3.93,0.49,10.52
Gurugram,2017-07-01,126.0,395.4,76.66,10.02,5.93,3.81,0.48,17.05
Gurugram,2017-07-02,156.0,395.4,61.17,10.01,5.97,3.57,0.51,17.83
Gurugram,2017-07-03,88.0,395.4,69.17,10.08,5.91,3.42,0.5,22.87
Gurugram,2017-07-04,219.0,395.4,110.09,10.18,5.95,3.98,0.48,16.7
Gurugram,2017-07-05,332.0,395.4,359.63,10.14,5.94,3.74,0.46,15.97
Gurugram,2017-07-06,402.0,395.4,97.11,10.06,5.96,3.85,0.49,17.69
Gurugram,2017-07-07,404.0,395.4,455.38,10.06,5.96,3.61,0.5,18.06
Gurugram,2017-07-08,372.0,395.4,137.34,10.09,5.93,3.59,0.51,22.11
Gurugram,2017-07-09,529.0,395.4,821.42,10.24,5.94,3.67,0.49,12.89
Gurugram,2017-08-16,65.0,395.4,42.61,28.7,0.4,6.57,0.89,44.45
Gurugram,2017-08-17,104.0,395.4,68.96,24.86,3.79,5.28,0.96,34.76
Gurugram,2017-08-18,143.0,395.4,73.17,24.89,4.12,6.47,0.88,38.85
Gurugram,2017-08-19,130.0,395.4,61.04,24.97,4.03,6.9,1.0,29.56
Gurugram,2017-08-20,83.0,395.4,41.14,24.95,3.76,6.2,0.77,42.63
Gurugram,2017-08-21,68.0,395.4,46.25,24.74,4.14,6.48,1.0,30.77
Gurugram,2017-08-22,95.0,395.4,66.42,24.89,4.14,6.51,0.94,37.33
Gurugram,2017-08-23,135.0,395.4,64.36,25.01,3.88,5.83,0.95,19.78
Gurugram,2017-08-24,98.0,395.4,67.82,24.97,3.97,8.34,0.91,36.38
Gurugram,2017-08-25,176.0,395.4,87.97,24.94,4.26,7.36,0.79,44.42
Gurugram,2017-08-26,244.0,395.4,111.01,25.0,3.89,6.73,0.94,39.49
Gurugram,2017-08-27,270.0,395.4,111.01,24.98,3.86,6.78,0.94,50.84
Gurugram,2017-09-05,88.0,395.4,33.98,26.24,1.04,4.78,1.03,13.67
Gurugram,2017-09-06,63.0,395.4,34.07,26.05,1.71,5.12,0.94,12.08
Gurugram,2017-09-07,63.0,395.4,33.86,26.0,1.79,5.03,0.97,12.97
Gurugram,2017-09-08,78.0,395.4,45.31,25.82,3.16,4.65,1.09,17.47
Gurugram,2017-09-09,109.0,395.4,67.28,25.89,3.59,4.38,1.0,20.76
Gurugram,2017-09-10,131.0,395.4,72.11,25.88,4.89,4.62,0.97,17.71
Gurugram,2017-09-11,142.0,395.4,79.97,25.36,3.22,4.79,0.88,17.61
Gurugram,2017-09-12,238.0,395.4,95.69,25.88,2.17,4.72,1.12,14.26
Gurugram,2017-09-13,163.0,395.4,78.62,25.63,3.49,4.73,0.91,20.02
Gurugram,2017-09-14,199.0,395.4,85.17,23.15,4.51,5.2,1.02,18.91
Gurugram,2017-09-15,123.0,395.4,61.76,20.42,3.32,4.07,0.94,22.56
Gurugram,2017-09-16,119.0,395.4,69.14,20.5,1.25,4.49,1.02,21.38
Gurugram,2017-09-17,123.0,395.4,62.94,20.66,1.0,4.87,0.97,30.88
Gurugram,2017-09-18,107.0,395.4,56.2,21.01,0.81,5.39,1.16,38.15
Gurugram,2017-09-19,116.0,395.4,51.96,21.11,1.13,5.34,0.98,36.53
Gurugram,2017-09-20,148.0,395.4,93.97,21.01,2.71,7.83,0.99,30.21
Gurugram,2017-09-21,190.0,395.4,76.48,21.63,1.26,5.74,0.96,11.61
Gurugram,2017-09-22,178.0,395.4,92.74,21.87,0.97,4.45,0.89,9.48
Gurugram,2017-09-23,226.0,395.4,105.73,22.07,0.23,3.78,0.86,9.41
Gurugram,2017-09-24,270.0,395.4,100.85,21.97,0.34,4.46,0.99,16.84
Gurugram,2017-09-25,189.0,395.4,87.25,20.91,1.81,4.76,0.93,16.3
Gurugram,2017-09-26,229.0,395.4,102.27,20.74,2.69,5.11,0.87,12.34
Gurugram,2017-09-27,206.0,395.4,83.13,21.09,3.0,4.4,0.93,15.93
Gurugram,2017-09-28,153.0,395.4,77.67,19.41,2.23,5.11,0.81,23.68
Gurugram,2017-09-29,191.0,395.4,90.11,21.31,2.87,5.65,1.1,26.92
Gurugram,2017-09-30,238.0,395.4,112.11,21.3,2.27,5.22,1.01,31.03
Gurugram,2017-10-01,284.0,395.4,113.12,21.61,3.38,4.29,1.0,28.09
Gurugram,2017-10-02,247.0,395.4,93.61,21.9,2.47,5.28,0.99,25.6
Gurugram,2017-10-03,193.0,395.4,90.15,20.41,2.13,4.7,0.94,32.0
Gurugram,2017-10-04,209.0,395.4,90.59,19.46,3.21,6.33,0.69,30.07
Gurugram,2017-10-05,196.0,395.4,79.04,17.3,1.51,5.45,0.13,75.54
Gurugram,2017-10-15,165.0,395.4,80.94,24.47,4.23,11.02,0.82,36.07
Gurugram,2017-10-16,191.0,395.4,94.86,25.86,7.44,14.84,1.13,32.59
Gurugram,2017-10-17,240.0,395.4,107.62,28.9,7.4,7.52,1.88,32.26
Gurugram,2017-10-18,269.0,395.4,111.21,30.12,6.63,10.77,1.26,26.67
Gurugram,2017-10-19,294.0,395.4,132.57,30.39,6.69,9.9,2.06,25.37
Gurugram,2017-10-20,407.0,395.4,306.42,30.55,17.09,16.21,1.99,40.66
Gurugram,2017-10-21,368.0,395.4,170.0,28.47,12.36,10.29,1.13,38.07
Gurugram,2017-10-22,307.0,395.4,108.93,27.88,13.51,9.35,1.39,32.95
Gurugram,2017-10-23,235.0,395.4,113.66,27.45,17.51,14.15,1.4,27.37
Gurugram,2017-10-24,314.0,395.4,139.31,27.38,18.48,12.43,0.0,31.42
Gurugram,2017-10-25,315.0,395.4,157.36,27.71,16.35,11.94,0.0,33.84
Gurugram,2017-10-26,350.0,395.4,188.08,27.85,17.39,8.44,0.0,29.87
Gurugram,2017-10-27,335.0,395.4,155.83,26.91,11.35,7.57,0.0,30.26
Gurugram,2017-10-28,328.0,395.4,160.09,23.76,11.21,6.71,0.0,40.62
Gurugram,2017-10-29,335.0,395.4,163.11,23.9,10.68,6.75,0.0,37.19
Gurugram,2017-10-30,326.0,395.4,149.85,22.5,14.27,6.85,1.41,34.82
Gurugram,2017-10-31,337.0,395.4,186.54,23.04,17.84,7.57,1.52,21.56
Gurugram,2017-11-01,353.0,395.4,174.9,23.15,9.87,5.49,1.75,33.53
Gurugram,2017-11-02,331.0,395.4,157.43,23.7,9.87,6.59,1.68,45.12
Gurugram,2017-11-03,335.0,395.4,171.54,24.04,16.04,6.76,1.17,30.22
Gurugram,2017-11-04,337.0,395.4,171.96,25.68,13.87,5.96,1.78,32.78
Gurugram,2017-11-05,340.0,395.4,162.81,24.27,20.15,6.95,1.52,34.6
Gurugram,2017-11-06,332.0,395.4,168.65,22.3,17.81,7.68,1.88,24.93
Gurugram,2017-11-07,360.0,395.4,236.77,23.36,16.28,7.86,2.05,29.88
Gurugram,2017-11-08,461.0,395.4,447.72,22.88,15.0,7.93,2.7,21.77
Gurugram,2017-11-09,590.0,395.4,462.29,22.78,18.87,9.48,2.11,23.35
Gurugram,2017-11-10,522.0,395.4,373.47,22.97,17.26,10.28,1.98,19.26
Gurugram,2017-11-11,460.0,395.4,310.3,23.17,17.57,8.55,2.07,28.94
Gurugram,2017-11-12,472.0,395.4,364.24,22.99,12.59,6.64,1.79,37.87
Gurugram,2017-11-13,506.0,395.4,356.97,22.82,16.17,6.694615384615385,1.92,24.72
Gurugram,2017-11-14,396.0,395.4,212.05,22.41,9.25,6.749230769230769,1.9,41.87
Gurugram,2017-11-15,363.0,395.4,170.67,21.82,9.12,6.803846153846154,0.9,37.75
Gurugram,2017-11-16,346.0,395.4,194.09,22.41,9.12,6.858461538461538,1.52,28.26
Gurugram,2017-11-17,338.0,395.4,148.67,20.19,13.0,6.913076923076923,1.59,20.93
Gurugram,2017-11-18,330.0,395.4,173.23,26.29,6.01,6.967692307692308,1.66,27.6
Gurugram,2017-11-19,332.0,395.4,152.24,24.87,4.91,7.022307692307692,1.9,45.13
Gurugram,2017-11-20,332.0,395.4,169.05,22.77,6.83,7.076923076923077,1.85,40.78
Gurugram,2017-11-21,328.0,395.4,143.54,22.83,7.58,7.131538461538462,1.65,36.67
Gurugram,2017-11-22,314.0,395.4,137.73,24.36,6.0,7.186153846153846,1.8,31.75
Gurugram,2017-11-23,305.0,395.4,129.69,24.25,5.76,7.240769230769231,4.81,29.15
Gurugram,2017-11-24,329.0,395.4,176.81,24.32,7.67,7.295384615384615,2.71,25.78
Gurugram,2017-11-25,339.0,395.4,153.84,23.82,8.82,7.35,3.5,25.51
Gurugram,2017-11-26,328.0,395.4,173.98,22.55,15.55,10.85,2.12,24.71
Gurugram,2017-11-27,365.0,395.4,204.11,22.46,9.91,7.61,1.99,27.3
Gurugram,2017-11-28,362.0,395.4,205.04,21.94,14.73,10.97,2.74,18.35
Gurugram,2017-11-29,350.0,395.4,164.81,21.92,16.7,9.23,1.88,16.65
Gurugram,2017-11-30,328.0,395.4,159.09,16.36,23.95,7.79,2.18,23.29
Gurugram,2017-12-01,336.0,395.4,173.88,17.64,30.25,10.36,2.08,23.16
Gurugram,2017-12-02,350.0,395.4,180.22,11.91,26.52,11.12,1.87,16.78
Gurugram,2017-12-03,338.0,395.4,171.86,13.41,17.65,10.33,2.15,21.42
Gurugram,2017-12-04,347.0,395.4,198.58,17.33,12.7,8.46,2.21,18.03
Gurugram,2017-12-05,372.0,395.4,207.67,19.69,7.53,8.77,2.58,14.37
Gurugram,2017-12-06,325.0,395.4,115.57,18.95,10.38,6.07,1.74,20.02
Gurugram,2017-12-07,238.0,395.4,93.33,18.98,9.46,6.66,1.92,25.39
Gurugram,2017-12-08,206.0,395.4,103.25,19.38,10.19,7.68,2.28,32.23
Gurugram,2017-12-09,305.0,395.4,140.45,19.6,9.49,8.71,2.29,25.82
Gurugram,2017-12-10,346.0,395.4,193.87,18.97,9.51,11.07,2.09,25.97
Gurugram,2017-12-11,348.0,395.4,169.32,19.13,10.92,7.19,1.52,15.43
Gurugram,2017-12-12,236.0,395.4,85.9,16.58,24.26,4.67,1.49,19.68
Gurugram,2017-12-13,222.0,395.4,96.19,17.72,13.16,4.37,1.82,22.45
Gurugram,2017-12-14,166.0,395.4,70.83,18.04,12.84,4.31,1.6,25.8
Gurugram,2017-12-15,202.0,395.4,100.22,21.88,10.54,3.87,1.75,28.07
Gurugram,2017-12-16,226.0,395.4,93.97,22.53,10.66,5.07,1.58,29.34
Gurugram,2017-12-17,165.0,395.4,68.28,22.57,9.74,4.27,0.92,36.66
Gurugram,2017-12-25,368.0,395.4,241.52,20.09,9.98,4.23,1.0,27.11
Gurugram,2017-12-26,337.0,395.4,132.76,20.41,9.83,6.06,1.28,31.21
Gurugram,2017-12-27,354.0,395.4,203.93,25.1,5.65,11.58,1.24,21.64
Gurugram,2017-12-28,374.0,395.4,237.11,24.32,5.76,12.14,1.37,21.84
Gurugram,2017-12-29,386.0,395.4,226.91,20.61,8.55,10.43,1.13,22.99
Gurugram,2017-12-30,372.0,395.4,199.61,21.79,7.3,7.02,0.69,24.92
Gurugram,2017-12-31,365.0,395.4,217.74,23.48,86.04,7.07,2.25,18.47
Gurugram,2018-01-01,410.0,17.16,329.12,24.02,32.89,8.7,2.31,19.58
Gurugram,2018-01-02,495.0,230.665,360.72,20.52,45.23,8.524999999999999,2.11,17.54
Gurugram,2018-01-03,444.0,444.17,230.85,19.46,37.01,8.35,2.26,16.49
Gurugram,2018-01-04,354.0,339.33,179.21,21.19,31.09,8.56,2.27,18.69
Gurugram,2018-01-05,371.0,380.12,240.06,19.77,24.25,8.1,2.46,19.16
Gurugram,2018-01-06,422.0,434.45,293.84,22.95,35.19,8.73,2.82,19.47
Gurugram,2018-01-07,410.0,408.64,181.67,20.24,33.04,7.24,2.67,24.91
Gurugram,2018-01-08,328.0,342.33,166.13,19.77,28.99,7.53,2.59,27.37
Gurugram,2018-01-09,371.0,436.51,238.69,19.26,26.66,7.97,2.65,26.25
Gurugram,2018-01-10,367.0,254.48,159.63,25.92,17.31,6.53,2.52,33.08
Gurugram,2018-01-11,311.0,226.75,129.14,20.41,14.64,7.02,2.31,40.11
Gurugram,2018-01-12,312.0,297.21,145.9,17.25,27.34,8.32,2.38,28.86
Gurugram,2018-01-13,356.0,356.04,191.49,18.55,33.15,9.71,2.7,24.53
Gurugram,2018-01-14,344.0,315.22,159.67,20.07,27.22,8.37,2.83,26.16
Gurugram,2018-01-15,335.0,291.64,172.6,20.9,31.35,6.76,2.13,34.78
Gurugram,2018-01-16,231.0,200.5,84.4,23.32,15.4,8.21,1.49,41.55
Gurugram,2018-01-17,300.0,342.67,204.16,24.21,31.44,7.14,1.46,25.9
Gurugram,2018-01-18,382.0,312.18,214.5,21.92,38.58,8.63,1.84,22.37
Gurugram,2018-01-19,377.0,666.72,229.15,25.37,31.06,7.04,1.67,24.74
Gurugram,2018-01-20,285.0,625.361,100.78,30.89,15.76,6.84,1.45,31.66
Gurugram,2018-01-21,264.0,584.0020000000001,108.46,23.21,29.5,8.14,1.72,26.22
Gurugram,2018-01-22,304.0,542.643,166.73,24.56,26.79,7.99,1.48,30.88
Gurugram,2018-01-23,339.0,501.284,190.04,20.49,48.38,6.91,1.59,23.25
